,0.1% DMSO ,1 uM Verapamil 
9.4125,401.843350897562,413.368863574722
9.425,425.810784313725,412.162670768117
9.4375,445.881847951146,411.135763386397
9.45,459.045955720208,410.353871171741
9.4625,477.341230148285,408.448522100696
9.475,499.063269046165,407.577717391304
9.4875,515.532036811947,405.417722664736
9.5,523.696838082001,403.428144525944
9.5125,527.987104033235,400.846153846154
9.525,532.386574274578,398.687704026115
9.5375,534.720280325316,396.291866896364
9.55,536.870173620109,393.754809437387
9.5625,539.087212320471,390.653591210388
9.575,539.370280777538,388.567228038234
9.5875,539.611187964724,385.548958996272
9.6,539.166508497973,383.361803084223
9.6125,537.879041296664,380.566304645432
9.625,538.036517826237,377.703247582558
9.6375,534.767407790417,374.893748860944
9.65,532.612003454231,373.137701023392
9.6625,531.564213814648,370.950335693921
9.675,527.965553145336,369.402586681343
9.6875,524.137787779124,366.894500045909
9.7,520.509713790113,365.474576271186
9.7125,517.202067587525,363.97918201916
9.725,512.975658523863,362.271665133395
9.7375,507.182433605277,361.31724137931
9.75,503.301860545992,360.348708487085
9.7625,498.409763313609,359.725479351032
9.775,493.074438446805,361.426923786677
9.7875,488.184946423905,368.571718851021
9.8,483.000786163522,376.876102130786
9.8125,476.994665967121,385.925647145218
9.825,471.228666549851,396.638693788197
9.8375,464.594786107952,405.653392597968
9.85,458.738977691902,408.30525649145
9.8625,453.157816071743,408.706432005806
9.875,446.665583845478,409.065158124318
9.8875,441.750176304654,408.037611020482
9.9,436.873873873874,406.375770206597
9.9125,432.172709586134,404.219521044993
9.925,427.890286017887,402.707746798656
9.9375,424.013079982324,400.57361324767
9.95,420.590515718827,398.616072234763
9.9625,418.094129106526,396.367067982258
9.975,414.747675962815,394.288220323578
9.9875,413.077953174885,391.951585066764
10,411.523132936684,390.184473971605
10.0125,408.805486725664,387.533484986351
10.025,407.515738929397,385.282333667061
10.0375,406.372493092076,383.058834277362
10.05,405.162448761362,380.483938867027
10.0625,403.708010335917,377.212777625446
10.075,402.529652351738,374.799688444974
10.0875,402.096607142857,373.038186813187
10.1,400.715188184002,370.982411139612
10.1125,400.020770190765,369.502062139126
10.125,398.972108358581,367.500412957695
10.1375,398.168542336549,366.12708199135
10.15,398.554869316148,364.100497420781
10.1625,397.186142154671,362.959726584149
10.175,396.148901981789,362.163508642204
10.1875,396.061635893319,360.550382594266
10.2,395.478961504029,359.634797826287
10.2125,394.764453194917,358.585866961489
10.225,394.806301467956,358.229261074632
10.2375,393.970027735528,357.941247447559
10.25,393.312790282244,356.629220719477
10.2625,393.345682326622,356.033407161314
10.275,393.255709807434,356.636624942049
10.2875,392.613703537841,355.450633848432
10.3,392.429990158361,355.329045988711
10.3125,391.937097351467,354.38594544614
10.325,392.290856989344,354.487685185185
10.3375,392.095767575323,353.844821196961
10.35,391.887148738142,353.987008166295
10.3625,391.649012567325,353.497220678155
10.375,390.855634117963,353.26364057434
10.3875,391.174334140436,353.316053978595
10.4,391.485357527848,352.910356347439
10.4125,390.33476702509,352.691952323755
10.425,390.145684097421,352.268602709222
10.4375,390.208008599839,352.650706582373
10.45,390.327249955269,352.709068946293
10.4625,390.452449309169,352.713275653549
10.475,389.962664517862,351.954004831816
10.4875,389.747221226246,351.971858456395
10.5,389.745265236514,356.207687308514
10.5125,393.019468867755,374.127793167128
10.525,411.919625334523,383.71246328928
10.5375,435.238438278193,389.236114936198
10.55,451.861233869542,399.22307411464
10.5625,465.882755594559,407.512252677437
10.575,486.687275907302,411.861641480409
10.5875,508.153859572612,411.983994936251
10.6,518.38827203331,411.607997111653
10.6125,525.358729607775,410.612827461608
10.625,530.069688827251,409.041918872527
10.6375,533.179010209379,407.198678493845
10.65,535.50004322642,405.64113706319
10.6625,537.449325492909,403.348763474952
10.675,538.706345089903,400.824789802007
10.6875,539.298649584488,398.653971119134
10.7,538.77798894264,396.568346627991
10.7125,537.542763441788,393.842434121163
10.725,536.442870714224,391.191168453571
10.7375,536.171510119357,387.966606170599
10.75,534.498353838156,385.619960043589
10.7625,531.34169550173,383.153734458662
10.775,528.973183391003,380.834062329142
10.7875,526.176929748482,378.162181884521
10.8,522.540629607146,375.090493601463
10.8125,519.045241403265,373.602056744101
10.825,515.00904819906,371.023381624794
10.8375,509.849069727004,369.227076640661
10.85,505.321425467188,367.08587435709
10.8625,500.745674289192,365.881401121633
10.875,494.930614729154,364.074521002211
10.8875,491.274567987432,362.427846934071
10.9,484.305589413199,361.274562211982
10.9125,479.307101056861,360.170377898919
10.925,473.65596009102,360.132258960822
10.9375,466.584869398096,359.022468793343
10.95,461.537516454585,358.417915972608
10.9625,454.927988772915,357.288860103627
10.975,449.380207417824,356.681162102147
10.9875,443.182594156987,356.246990183367
11,437.444297898532,355.827774689642
11.0125,433.553152039555,355.699303297724
11.025,429.128273177636,354.87560296846
11.0375,425.297232782247,354.511876043793
11.05,422.151330327941,354.162367786231
11.0625,418.946365248227,354.120396994713
11.075,416.237845990064,353.891318447142
11.0875,413.51865008881,353.286362794145
11.1,411.60677845799,353.44943508057
11.1125,409.637016672579,353.018508236165
11.125,408.192075337598,352.419196138494
11.1375,406.4824460048,352.64919617136
11.15,404.783639279986,352.406612798365
11.1625,403.947715329117,351.969404783979
11.175,402.046801316843,352.146422937738
11.1875,400.979724321921,353.207548919596
11.2,400.151069518717,365.835598705502
11.2125,399.82208151253,377.083294941491
11.225,398.765151515152,385.14562482784
11.2375,397.913322632424,393.006869389998
11.25,397.360257326662,400.891734256812
11.2625,396.964371818912,409.013432564894
11.275,396.033351216023,411.032637193744
11.2875,395.169089449746,411.416132237377
11.3,395.071332916704,411.345742753623
11.3125,393.969064812338,409.81287817213
11.325,393.98999106345,408.749705695916
11.3375,393.520532047849,407.267656646143
11.35,392.939548173944,405.098842466992
11.3625,392.900429031105,402.816058658459
11.375,392.54877613007,400.945698486085
11.3875,392.820197486535,397.965807327001
11.4,391.883336313249,395.528665881714
11.4125,391.896903526043,393.356714519353
11.425,391.739578664276,391.56033148165
11.4375,391.71829344806,388.532708579747
11.45,390.993107152448,385.698681218736
11.4625,391.205523672884,382.980087288598
11.475,391.235315250584,380.551139471285
11.4875,390.369296833065,377.940388296418
11.5,390.986174701499,375.800877273143
11.5125,390.311906042675,372.73088517402
11.525,390.092120561667,371.354409470496
11.5375,389.597926164298,369.105151988245
11.55,403.871399268706,367.285254937988
11.5625,430.800479063165,365.720434062902
11.575,448.554926587653,364.120320855615
11.5875,460.845272711252,362.787979351032
11.6,472.927757320708,361.353593201552
11.6125,499.203782794387,359.82936727541
11.625,515.661922943422,359.898605596085
11.6375,522.706351961125,358.739094269871
11.65,526.808757355486,358.000461595273
11.6625,530.254734111543,356.945230826163
11.675,532.880479806697,356.291863371286
11.6875,535.145289541919,355.416412531189
11.7,537.0471290211,355.20483707191
11.7125,537.83179185755,355.111769608297
11.725,537.838748703768,355.212594037336
11.7375,537.470852405216,354.441752529472
11.75,536.415708977793,353.754486586494
11.7625,535.516916154711,354.163102101544
11.775,533.317092167893,353.513611446623
11.7875,531.136851211073,353.584609672329
11.8,528.480204011065,352.792940522512
11.8125,526.258601265274,353.217741935484
11.825,522.808652679036,352.231254055056
11.8375,518.332669322709,352.022286191847
11.85,513.612559549589,352.403552827381
11.8625,510.081308573412,352.145192754296
11.875,505.37455585406,352.506226765799
11.8875,501.934221989894,359.310146540531
11.9,496.869053842133,372.605830633966
11.9125,491.776267642446,380.420550458716
11.925,487.277089513174,388.870076209714
11.9375,480.786561954625,397.20602464628
11.95,475.376573426573,406.262136806631
11.9625,469.521933672574,410.553320648727
11.975,462.964520944937,412.04753712423
11.9875,457.310481386958,411.618702428416
12,450.498417443292,410.584510869565
12.0125,445.248506151142,408.638205499276
12.025,439.71302739364,407.712063664315
12.0375,434.658388375165,405.792560412707
12.05,430.373402661496,403.810547227741
12.0625,426.071516646116,402.499365597245
12.075,422.445308358367,399.903000634575
12.0875,419.67976980965,397.193741496599
12.1,417.255041307631,394.065889370933
12.1125,413.130953432889,392.697473645947
12.125,411.796081212874,389.625350837483
12.1375,409.347310686483,386.627949183303
12.15,408.268147490004,384.996084145342
12.1625,406.986189076005,382.628427787934
12.175,404.934996891928,380.49560761347
12.1875,403.53841365819,377.133607681756
12.2,403.092749487202,374.276146033489
12.2125,401.821517857143,372.649839670179
12.225,400.306087886621,369.803391384051
12.2375,399.891189859859,368.514025567921
12.25,398.49799268445,366.469743022934
12.2625,398.361561185212,364.939050253573
12.275,397.233116245874,363.844456752515
12.2875,396.721889791909,361.386904215263
12.3,396.194585901903,360.610075659716
12.3125,395.671994999107,359.414665681566
12.325,394.896721165014,359.317622002037
12.3375,394.613269041879,357.960265511201
12.35,393.835478105451,357.230314778916
12.3625,393.808786685755,356.830017581197
12.375,393.492076282568,356.860861509958
12.3875,392.892965813496,355.483712752175
12.4,392.457561935426,355.453188728217
12.4125,392.087463034322,354.770271522565
12.425,391.677118795915,354.714603822602
12.4375,392.306102273749,354.202764122067
12.45,390.997409557838,353.927093961599
12.4625,390.891887062187,353.570845318734
12.475,390.906837300877,353.306156560498
12.4875,389.90527256479,353.499397087469
